,date,avg_gas_price_in_wei,avg_value_in_wei
35,2021-12-13,5365017213365.179,843621217225942843536.18636813252844979800874525066328936056
36,2021-12-14,5177757837592.324,1390043303701840621411.8972505891594658287509819324430479183
37,2021-12-15,5062666436688.301,844320148154815315243.76098326998985689669921421500934876389
38,2021-12-16,5069318884585.775,1180456269176747785755.00574895576876855418634411885072852586
39,2021-12-17,5105685046468.101,1287941364147081375595.71750865786818801290863072938483412881
40,2021-12-18,5051795084949.42,1036985235236724779105.04753600723374023122133953368210295162
41,2021-12-19,5061404779411.631,832239896177444396840.62952387366152602868880059263250050508
42,2021-12-20,5100518660100.644,1457125982752149640134.6979383754979291423747592792887857124
43,2021-12-21,5094352847460.157,1096876363648024781711.27523539185821102187759623373026862365
44,2021-12-22,5099692705672.99,851862645800963874471.63755748048337076248529569030050262004
45,2021-12-23,5153756889056.564,2171087702988370665398.0058895087881203070598598934519065397
46,2021-12-24,5073080278314.733,2270811797932481611154.54562567782466747958799498760950556027
47,2021-12-25,5074231860590.728,799519258435376711529.98999455040871934604904632152588555858
48,2021-12-26,5070832092921.33,1207265405483907651060.09457841029268600163887351958593930565
49,2021-12-27,5077565997036.18,637503509818690509828.17591528717534079464374370540590379732
50,2021-12-28,5081725904110.732,2709867860716916780909.46556210385855665517624819303903035694
51,2021-12-29,5080436699421.5,785682802413614466433.17092264944749605354323959456853263238
52,2021-12-30,5088466016027.408,553689051422097620384.95026672073870726229099076615922136262
53,2021-12-31,5102398702384.808,810628020288524883745.73641727128487145123773433769274612197
54,2022-01-01,5085889522829.13,484433979883017820915.40526519414743950478334271243669105234
55,2022-01-02,5090501281381.033,426496644045000838193.87540229885057471264367816091954022989
56,2022-01-03,5084123831488.91,458087730311005045330.47945958151437603492398012945958151438
57,2022-01-04,5100787296910.364,1581604258339706169505.4402985074626865671641791044776119403
58,2022-01-05,5110361994773.827,806256898934340455385.80177942826196278673939112606862403775
59,2022-01-06,5110086398698.714,1157637599666482277152.14244191327411121405344523770596036115
60,2022-01-07,5087056465777.932,848126686867646280188.98653214541885310883763071463626410963
61,2022-01-08,5105523720583.916,1278773782452325681453.36349420849420849420849420849420849421
62,2022-01-09,5115368273205.602,924092222519109127153.68180390240497050507871129882369367168
63,2022-01-10,5110333325281.143,2300512045859459318564.64177327941605379115725084935480565343
64,2022-01-11,5088700065430.865,1169220929989048408445.81382551273540407393172845113727682471
65,2022-01-12,5082027139836.444,647943173036028830535.20565536494214057364131658336710342654
66,2022-01-13,5082352116722.328,476760061385039538490.8946627051325471843344930570522491456
67,2022-01-14,5087788773669.265,464883838516898551244.81999817307612459620830253859376686791
68,2022-01-15,5072682841001.203,558816175374223880610.58162940210598547539885469680507789205
69,2022-01-16,5063924796137.579,514119057306965009469.05691801035028441897267011676147299089
70,2022-01-17,5078494909673.024,768428432639215273570.86817532590837413208061227017164370103
71,2022-01-18,5071306259732.785,367654525244244695878.68823224900482562878954665270348266403
72,2022-01-19,5069623288859.94,948813056219865568201.27365009642168416541675594600385686737
73,2022-01-20,5074432349790.577,2185942352665380165459.2970259543579299180113844064964227897
74,2022-01-21,5140217166192.818,1285941794063837132452.62505255390529142749277115670073017752
75,2022-01-22,5116592194839.95,1623450573411087027320.32925431895639910682806440239746151134
76,2022-01-23,5073482992356.382,868259856796040965951.27846568399441833608674034035318459589
77,2022-01-24,5102156044367.089,1218729875312209907290.94234486537495624115310269250087517694
78,2022-01-25,5081391325657.219,965607751647762060901.01899047672451659330286632835207147597
79,2022-01-26,5082173964057.392,910614464979053928798.77318441079741345069191782780699385138
80,2022-01-27,5079584453317.053,588167409361041827072.36023175965665236051502145922746781116
81,2022-01-28,5068117133620.882,1947095921012340653043.4655135495229711403487901786776426923
82,2022-01-29,5057030281086.967,531191718444357708467.31987720126847041360232103096957020444
83,2022-01-30,5064787128065.246,406453751294300368285.9781598031598031598031598031598031598
84,2022-01-31,5067415599051.027,798330167746017682148.75278926541905923655945970069322543215
85,2022-02-01,5049900472166.304,352495089389862373520.4060899749115029040794583634051620442
86,2022-02-02,5056501034791.996,473949726125380505260.63369219727263406131446734338152363375
87,2022-02-03,5058911963796.906,726285356409381119507.50179436930942991475737707562157759337
88,2022-02-04,5073481216176.637,523607046028622213578.92883897686413907442910847450688754102
89,2022-02-05,5059115313955.695,429321102365825715287.11795470916894170061562115993438216938
90,2022-02-06,5046214196634.728,420355619285250184078.34089047913018280775578597255993851814
91,2022-02-07,5062611223045.301,621604520604857001998.30125404079812729907479656671497046037
92,2022-02-08,5073934183478.303,777167338490289931095.59758039392156184014676866627436048323
93,2022-02-09,5068117362073.441,678895436692032769962.60463572426145935756201737300608117841
94,2022-02-10,5099986646437.267,613838703754566421242.30314921372304046642852534210819593283
95,2022-02-11,5090140438765.412,771639666199529512363.78436403739685108316753767117593921626
96,2022-02-12,5152596981639.764,1374917610682204099036.22368238886014704489314106254144290534
97,2022-02-13,5087278325770.767,582260121841970963429.99820859872611464968152866242038216561
98,2022-02-14,5112580883791.215,853884833934701706393.52290437969305000772174987373895476724
99,2022-02-15,5104667503693.506,832653252932415477212.0618838559330850377645076049187490897
100,2022-02-16,5116726608247.979,579288614383314677240.10674736127116897785986308374481984904
101,2022-02-17,5099259834529.642,746579327941581710174.88955069703086647902273524199433277419
102,2022-02-18,5100749623135.978,1977025607137739119038.27599718677785592283733547674068120165
103,2022-02-19,5061735509909.038,503798189120903562379.29327299510304831924409114434727217231
104,2022-02-20,5082865230120.577,599188988857872288276.01459891615668335702952751849333415755
105,2022-02-21,5138577326448.949,720529668003664228084.70904563398476175906921798843321477591
106,2022-02-22,5106251610630.647,830108616994727298629.48269560188973628795565884368214897494
107,2022-02-23,5091728949015.4,740131527105329934058.28252962232618388105963788188079362968
108,2022-02-24,5137269643641.549,1572839745452609802844.55263407744982850903739571094575188996
109,2022-02-25,5088675145452.221,908505285560618636255.71168170194849822610504677757895844814
110,2022-02-26,5072474018657.473,477990048624042505202.64309407399908290207895379374825066549
111,2022-02-27,5068589362793.782,440835102591921497634.37372942488032002098498262181126631255
112,2022-02-28,5075173764997.311,652230246337820605136.54753217593520708872940138727396656108
113,2022-03-01,5090027250467.912,655884911064971263382.44767281875896770642923128329107455235
114,2022-03-02,5078224463012.926,1033700049537243059144.2540636701433223821069394430655782391
115,2022-03-03,5067229050150.137,476853289706264630818.83771447276298202384091508378872330172
116,2022-03-04,5065766800206.821,496086985801498361670.24177240187607998025178968156010861516
117,2022-03-05,5070684247549.382,501283003105965791297.46877544190878623052679423208515016657
118,2022-03-06,5358233854101.233,620226083244575503141.15447051695051939163829592463917211196
119,2022-03-07,5077469759933.1455,831819128671035288874.23196877424816007900491429377601166263
120,2022-03-08,5071707684419.805,582375713185561288464.44588373954812310976694538338373954812
121,2022-03-09,5052069963768.473,472664309310288412131.13840032961656323230242319676563747328
122,2022-03-10,5104257524419.096,637308175588822780719.13250246214670851725628290242813720003
123,2022-03-11,5064815191796.068,473219050526981271692.37770625350771271620265650776373747853
124,2022-03-12,5056533194175.463,1065594010124245953359.84403446150317521753465502659155091099
125,2022-03-13,5059754934054.805,745440733907177028030.47631091114029939729294171347660434657
126,2022-03-14,5072470789898.359,1238003328666390726057.46687860686443251999595018730383719753
127,2022-03-15,5079297097608.495,1209803239613059640564.32272806839094870205750024837609344618
128,2022-03-16,5081760644603.907,1237099776135619693541.6212373203171746392209150573147576667
129,2022-03-17,5070666984735.599,739386261904400690372.28977288509078115307341190848741285287
130,2022-03-18,5107970912103.542,1659971981530348099016.21757240702015797895307195407942971799
131,2022-03-19,5062944135003.069,574213351447665633513.63159517439605358687976767084050245159
132,2022-03-20,5092583192942.823,553861300712406416791.05130319920100518702277779567640710074
133,2022-03-21,5076795634068.616,726085098653198418759.54555146840196070102707432484092666061
134,2022-03-22,5098439865716.229,1070942465225020390753.42465746983759791613770793955294759312
135,2022-03-23,5069518496781.376,676533478595777191350.38614312304463189576650429685953031563
136,2022-03-24,5056274507245.413,718539161860305407168.15961863606195226168387293682206407418
137,2022-03-25,5070095208497.397,583916688925180106926.3574952861999201750643416507246177349
138,2022-03-26,5123610451449.749,433194836101249326014.46368867737328852903767269225889769722
139,2022-03-27,5201082869102.155,488748533663140338726.27478003696857670979667282809611829945
140,2022-03-28,5220184762363.957,564598003671228373100.83805569705783762811088734688060052102
141,2022-03-29,5224459196674.276,403964117641456966012.917900529734384066787713157254366097
142,2022-03-30,5258264196508.631,416845383768833873223.11020907630817864821303632279501117472
143,2022-03-31,5108397133329.319,540093377637530958922.49648231056653314033729424041471707005
144,2022-04-01,5150683132573.179,646140477446892683566.69519666878221699354499156359808671692
145,2022-04-02,5240563917165.32,479704822798356379398.86084561694489477632131772117649905522
146,2022-04-03,5300236357455.103,475576606421804936585.57108295785846806254969520275642724622
147,2022-04-04,5286419223523.691,1045718577955321833680.97318768164440328954003282205495402162
148,2022-04-05,5294029856556.556,465191296190632285038.84011242236963387177201226975324498708
149,2022-04-06,5211453630331.326,565912317376744949744.99270201469579906108713184974241632143
150,2022-04-07,5156660947584.732,567526229231399174155.21936406145624582498329993319973279893
151,2022-04-08,5444872102766.682,441763485153187711788.89711459566931005334308844288197350826
152,2022-04-09,5205368211553.904,557969819871266605326.09272912164738782254989195373077411974
153,2022-04-10,5219973314812.595,520719406408231666069.56712277249146089527940774933413014471
154,2022-04-11,5199495665422.98,529985950414102110423.00747416612164813603662524525833878352
155,2022-04-12,5160610589335.086,598336882583156574049.89416655610101278138958913803016231038
156,2022-04-13,5142951666104.958,440143545029052794063.62736974396114684957184850679504111106
157,2022-04-14,5197163754158.241,635066498663771724939.44679742140632855747742151162025496385
158,2022-04-15,5161660070063.025,630498509237086736555.51153664674425920100660585089650833595
159,2022-04-16,5116224517487.292,565303003437330377269.65018142681426814268142681426814268143
160,2022-04-17,5089246949871.312,478750070243616623642.72889422635136205634543662801935428675
161,2022-04-18,5097387981407.483,939853107635674398938.5206278456904219474855421567233517728
162,2022-04-19,5100031401311.233,537930268102370530414.5605272418978148894647598937837924305
163,2022-04-20,5080058196791.381,543337594334423761830.82852976899471334103937710131491706224
164,2022-04-21,5083731213398.917,755576890842303215030.39359504457056613265835521247661420913
165,2022-04-22,5125240206404.345,577710932277989967954.30084532212412042094481024520607280722
166,2022-04-23,5089993073215.703,481548751122580977939.72014353936911547488514131922104519134
167,2022-04-24,5074765700922.816,412032629110099179552.22070898353626445299004555860140582672
168,2022-04-25,5082438320017.83,698472378730513863056.52347453415711249660772627787391667518
169,2022-04-26,5110395845866.752,841357873791019387935.73330176184315899710466334010965317563
170,2022-04-27,5112559976588.023,583259046893367489811.91688911279710657112135407659164905896
171,2022-04-28,5110354697372.974,506311751364807516911.56948322777665553667549936428342265052
172,2022-04-29,5157872705920.226,417139563348600771141.48034676010349337890606352813129529029
173,2022-04-30,5089384297340.794,854110504177177092444.74941882012061588221421111148546208012
174,2022-05-01,5164715035579.772,1778895918218179970274.20708185950779338499390023649362421368
175,2022-05-02,5144565353080.953,1876964021599954581548.80930202411155762143743402655604733421
176,2022-05-03,5131200891419.623,1674869150601667191714.05338757006433763734664598548893522751
177,2022-05-04,5104540165420.249,1014445419938005504003.49402608874437447171434880940595944289
178,2022-05-05,5117440992730.354,592526363992090257341.86183712501583515373230711237861002883
179,2022-05-06,5096883771368.607,675904598317259150919.67907791022021929787822182759400574631
180,2022-05-07,5100794852376.418,631569249234534274793.54163863850396878783801964213641867348
181,2022-05-08,5273204253747.373,600460849468599473348.51353784395768935757820717149772876545
182,2022-05-09,5165283941311.292,1235801768939832206824.58417232182045308754515682501097268645
183,2022-05-10,5374864063277.617,1060496257991192560480.30645145509159755131060979149612051674
184,2022-05-11,5380628217290.595,1378142452981814844382.63924213577606072067662362016521465509
185,2022-05-12,5373254338151.949,1145851296065901385505.25280846539090433067451355805339698224
186,2022-05-13,5332734283315.5205,1431635106208909633283.41814130942489965815569416715235839503
187,2022-05-14,5335828227663.501,961036087501384890049.67068920493351010405367401872162629063
188,2022-05-15,5625790465235.027,1184671618285263605503.68676014393845390246928899367167142325
189,2022-05-16,5228214483733.814,813119542682136768008.87387991837821053098522823049283591359
190,2022-05-17,5192167203208.367,645604895241986268672.28134003203568753724285347226398281225
191,2022-05-18,5187476190463.096,534500698174930816746.22764007987783390109244684600023493481
192,2022-05-19,5152137026118.501,542073290958405014535.94086584972589487262173492421799419542
193,2022-05-20,5179977361180.32,713104396679946826602.98146907126936613600599661449413493375
194,2022-05-21,5138570391474.745,391456929142923589381.18284022684561526052320843519765836784
195,2022-05-22,5115173456083.106,321133539042949829492.48935612690892701793369459263995304328
196,2022-05-23,5178187424996.989,763244453253466561286.85665411644373120773117246122510162154
197,2022-05-24,5166774960713.056,356363985531835207665.2075626431812306677482327981958050685
198,2022-05-25,5266157540315.524,579574877822791980734.84904662388341255016552310850548353091
199,2022-05-26,5350344467842.007,708406061785402055409.9311410658673537952754065218788526822
200,2022-05-27,5323244939161.217,487986125085111366512.68427892821156100269386580024265356063
201,2022-05-28,5230357344651.933,803864670077095347014.8786132062987958184464734683075294429
202,2022-05-29,5209221699771.688,434912980244759230260.22503390352026803724258965914141471698
203,2022-05-30,5222936930733.823,734753473733372387962.21471575809334868103480285806735660597
204,2022-05-31,5139759934885.259,579560788281476466324.58604152816415049280002065435581000574
205,2022-06-01,5180958809922.321,615041240218240591790.7018894641355812204079826540997389265
206,2022-06-02,5133733007447.626,793887342914749525875.54742306647379744325900035979410965643
207,2022-06-03,5142388706340.636,421594123940792719991.95847408690630864732207304749530821423
208,2022-06-04,5153731241672.042,371148534807976769195.18137136799498867633595142870910229846
209,2022-06-05,5146290161433.079,1203483831116075969808.72793121238177128116938950988822012038
210,2022-06-06,5125466222231.245,721642265879267620732.48081623631588527446238656161427048392
211,2022-06-07,5185956025703.674,1280498461205369393281.38791007895212648411917150491190710569
212,2022-06-08,5164879492546.113,250044973416293709200.34089519908206706486654584839093648462
213,2022-06-09,5117864342632.052,642784823619363038505.03054642968347874713249918979201484428
214,2022-06-10,5226364517698.883,2159332682706016724801.97461993725521809521890136170956018192
215,2022-06-11,5303356871005.033,628287105383652190546.26661593099949264332825976661593099949
216,2022-06-12,5356006058435.954,621253710629953920035.97979396490496452052205982967244199154
217,2022-06-13,5388638618004.897,1357791720133707477086.63630021186894086930468465769255462581
218,2022-06-14,5281363576344.959,878738252572701462756.91212417714116986353714950700841241077
219,2022-06-15,5314857414782.094,2299706649358429532304.08518109988069243409945298606577673728
220,2022-06-16,5194708655659.205,463182980002828037167.69321644798852734874199834618031260662
221,2022-06-17,5200960333327.682,2234502739964055931243.85845529748647788736875596563792554884
222,2022-06-18,5273954112255.704,610267895378543811862.17553096259556663638594001763797070505
223,2022-06-19,5205849189094.741,785702387607729391666.83947042685795771232509826346915287118
224,2022-06-20,5178785518457.609,491361849346744601894.94313066055282676525739620263735262634
225,2022-06-21,5167019380584.759,446297974209641568600.25637248518783774985350608763591379647
226,2022-06-22,5166749262277.5625,488745780401665548322.8503543075920757357613390494421967875
227,2022-06-23,5155513745327.542,517645027910741532468.77215582905576365353997793500736600802
228,2022-06-24,5170924598766.568,855250005654012965777.39304216811672954732103712943123367521
229,2022-06-25,5144728628507.476,569659700941714305908.46251264978073713388967924555974363111
230,2022-06-26,5124069036951.146,414608791582712780588.14983664737391996550523225924144679016
231,2022-06-27,5142980377183.511,211464491588355886847.61566371416601831348375127176970494943
232,2022-06-28,5111826721571.527,310209038092664326827.47589961002127156700543606712361143938
233,2022-06-29,5136402697043.721,658860919285372325771.83857848758073962861833150474744891646
234,2022-06-30,5158572314206.553,353607543081156371168.06948943567594060391634311270399215812
235,2022-07-01,5143541019015.373,448771605257851090322.24177485011156974713233669111933329056
236,2022-07-02,5091388028281.504,302645148540196633134.13597420914769292766471892000805964135
237,2022-07-03,5122048123408.388,274839017988492002400.71589368376294656108851396343273404093
238,2022-07-04,5123715895232.129,849628231945991908129.62883755132054660212022795514431031313
239,2022-07-05,5096942065883.09,437733708774228749370.03280986586527889760316645898995822033
240,2022-07-06,5105331772422.354,473458733314399324304.89348321327105927470072389195274911822
241,2022-07-07,5108265523484.034,611834775541470845069.35206439490122390940023360926311512874
242,2022-07-08,5123436183951.8125,654864980486043642758.6502124329159212880143112701252236136
243,2022-07-09,5065018820302.948,263719957701422085667.61760796003867225265871737028681920722
244,2022-07-10,5088457272578.413,282414479243713332235.17685364467435386141856679093334874626
245,2022-07-11,5107733206488.97,720451366393616982625.72860385925085130533484676503972758229
246,2022-07-12,5105789696245.746,374445080324914553297.58007131576594920489873757188688803027
247,2022-07-13,5163789451632.18,874591231840140613016.39905715753173380292024359820969990462
248,2022-07-14,5087275068201.469,646666388887897695205.9996772570647479282751288598631190257
249,2022-07-15,5083494921863.605,341063320316551494230.64891073452785795254288953028700978291
250,2022-07-16,5132764828986.396,573083921427875926775.38390259455581682675062771511697421386
251,2022-07-17,5089694172567.513,335133655526881201475.8205665758556104205687042397411884897
252,2022-07-18,5138721583952.355,851780379340297138379.65380467152814668147647333429919028992
253,2022-07-19,5151036054121.351,453435020519644735464.21049583319926638566234434827375398179
254,2022-07-20,5115735601041.9795,482335283984480471886.19168176811285221902426891234054649469
255,2022-07-21,5085972322849.83,326806880826892753803.63570536828963795255930087390761548065
256,2022-07-22,5075317032999.077,382543134706257186760.71933089142655671557009382406518715844
257,2022-07-23,5083906095268.117,516934476534606006278.66904471715558544170799361183491636547
258,2022-07-24,5077602409395.68,1003996623509034496893.78090483947243970364142714518417319111
259,2022-07-25,5100620641893.226,348144468168120819957.76174301334834505328842539143377827817
260,2022-07-26,5069691084749.241,535167450430621268293.6822431695296425666299822958036269678
261,2022-07-27,5094347641952.125,483781312115634026300.2610244764067625536209941963159222811
262,2022-07-28,5120506671819.847,455045351422514815463.66820025590068875398143358832657283641
263,2022-07-29,5119129477784.58,254039128398067517020.84881666637513337648026028092147842362
264,2022-07-30,5065199204647.905,345465324595347148206.63121686253756827190941678066120158561
265,2022-07-31,5173479532751.781,212440846068922279931.9507155788127426167938106260526529105
266,2022-08-01,5135254054289.622,345041744843584600706.96834503510531594784353059177532597793
267,2022-08-02,5200795534158.407,1403863293121883663910.29283352913854812710035244938662878063
268,2022-08-03,5164803669181.817,1135672487401372062299.72763016001661118441763732693892040697
269,2022-08-04,5044639537870.577,561334781291409487246.69173210161662817551963048498845265589
270,2022-08-05,5055704249054.965,352720591915090983259.50576741551821785916556541438550122711
271,2022-08-06,5062812127460.96,235645474903880134144.2733301927748681427291453062506350394
272,2022-08-07,5065353399222.035,300425911298681653326.28433386147135340257809596463431332277
273,2022-08-08,5092727088572.045,743292274539832135992.01232749439144326859888055473724761495
274,2022-08-09,5052711857135.595,406947741295243812842.25385394212554706381866875694036187863
275,2022-08-10,5068831149297.123,349645789543889913479.48381000007354076732436626243758227373
276,2022-08-11,5110288217201.634,1555406072380427693938.11614270071255137828702013870153777792
277,2022-08-12,5055343082563.226,555121594527326650640.44592270158317829185242391266191596167
278,2022-08-13,5088455042635.9,814127135511962871522.0358602581145909882832820021633404619
279,2022-08-14,5095722647163.701,961326401353292713868.7181512240134614340769690061336373012
280,2022-08-15,5076855815902.08,656257948597100301058.33870569504397503682323993427158097281
281,2022-08-16,5083950594503.364,716427849601706234505.41409614713071819345827028285414969154
282,2022-08-17,5060382265509.292,1253235130884922002701.50305181120521690723289196389518469919
283,2022-08-18,5061203333118.42,1910251909735394528475.67099766418111580271314347318300242566
284,2022-08-19,5092843759506.429,1916921348370177311487.51627814028655087624790386904503314711
285,2022-08-20,5053924409481.369,599373765511181891691.44992305401111993645750595710881652105
286,2022-08-21,5067889366164.772,680539387526600196475.41485193853668464434720667548590617686
287,2022-08-22,5034096742757.793,690155329280676166573.77821387940841865756541524459613196815
288,2022-08-23,5019155540053.905,566178709688125152556.76534321989884381517023163647695221049
289,2022-08-24,5047706870306.952,434276718727892005068.6870503597122302158273381294964028777
290,2022-08-25,5050959847770.735,403727966703199288643.15463552724699221514508138711960368011
291,2022-08-26,5078164303540.033,403399227359998342558.17686928957672944247622599291441357449
292,2022-08-27,5049390883431.556,337232501965655845538.20240376887218231053627292174149592571
293,2022-08-28,5044386559403.133,208248708430648999077.43586473480764679586631255094796076678
294,2022-08-29,5042356493926.339,260657177087278558208.73479577263638960297057983433304770066
295,2022-08-30,5056967260838.877,362223351493324672753.31981546005936249838688863079106981546
296,2022-08-31,5054472486898.952,470241476065535303015.48286495259246604595541129238916887332
297,2022-09-01,5057596080355.949,351092821185487504443.98744862472336389503635788808093582042
298,2022-09-02,5032606967411.936,379158493972713884734.89388880972253323290515644402825560328
299,2022-09-03,5030218910319.476,222397604827788103105.03094816127603012848914488258750553833
300,2022-09-04,5068654602712.359,717788513439031852272.33332267655615588733655168004092202436
301,2022-09-05,5038759995068.049,786420776316478132946.50890199506489770174720325761012691844
302,2022-09-06,5079983171770.516,814217224148839239087.23743254757171258165293950582220959955
303,2022-09-07,5035708316195.796,702783113396561044505.35886193014905886193014905886193014906
304,2022-09-08,5043787729433.743,553531815255413976681.97383628248047186354216483341304001275
305,2022-09-09,5060590106684.11,446399807596718248454.45721807810443176831943835015357612988
306,2022-09-10,5035633134904.4,225360249603869042049.48301891264160781153718538180783997725
307,2022-09-11,5019506314369.07,334169508264844102852.74474409425129667737704128909587590406
308,2022-09-12,5029853980327.024,431978500122312452731.54803349696794686687842910771007796708
309,2022-09-13,5101941377790.184,984227285618045222687.75108139992135273299252850963429020842
310,2022-09-14,5052209322028.949,902506888330688761385.53468853468853468853468853468853468853
311,2022-09-15,5102389677198.25,803963492562023315620.47368474704125424316251949561157606092
312,2022-09-16,5011213765531.08,650672048790205789305.69015043793091087239661126312896557493
313,2022-09-17,5083162321728.215,467719682963841569347.78304363839418313155674892181206857632
314,2022-09-18,5029151788582.371,845726783615434865657.90541523246230668541232365346390653028
315,2022-09-19,5039497634433.409,905116393746689457607.97810373439362045730450956151781438293
316,2022-09-20,5025108776102.992,499597166946576052802.8894512037276727931659332125291224437
317,2022-09-21,5093629682506.116,370286812475128314925.90345182997532283480174028522442345619
318,2022-09-22,5022743987986.47,383018136998014189438.76098528682426847412795503388989915689
319,2022-09-23,5295678880004.416,1061769489325934352464.47355705145294588109837376699546787523
320,2022-09-24,5075096887706.176,280739472230054255646.72608563619799574855754631035529911934
321,2022-09-25,5030266233266.514,256230180779966570547.80926768237783987933070635969271424061
322,2022-09-26,5016501713060.66,1166175776766946308339.29682955043182354196381442256937815164
323,2022-09-27,5015821472777.849,755312525333116511214.06691486022878540275538143526585210117
324,2022-09-28,5030802231976.741,486962020208431830678.93912351000492978220475028757062861043
325,2022-09-29,5009070121874.586,469472792393973243932.47557615721094209048769341254814911536
326,2022-09-30,5011030186661.476,724520413633217322597.33300644125972318184857467626540664631
327,2022-10-01,5004353697499.691,454223748498542351724.16258351893095768374164810690423162584
328,2022-10-02,4999611457767.804,389844102923898078526.81693411430353862683256507122309638512
329,2022-10-03,5007532808070.343,805066960332858187974.35384428062252330034756812999490823759
330,2022-10-04,4992980196721.893,503342933214808389547.84667849038887874598993244829295010563
331,2022-10-05,5121956640430.231,338937657615251249804.04273778507899431446282582748309098143
332,2022-10-06,5018945053767.076,1051539867711535815874.60476518604897699565355666277960351956
333,2022-10-07,5001842211539.226,418636506668476503267.18990857539636616132392084249508158778
334,2022-10-08,5034882205699.301,395210068075744325577.45681018863902802941489928594266226154
335,2022-10-09,5007070636155.892,543259752431276498629.94138393172039218452422938562460323058
336,2022-10-10,4997331233347.576,973163140349293223880.0180385220637005631348272229519709719
337,2022-10-11,5042878757558.125,487506985377719187987.92994079691345706113217587973125789929
338,2022-10-12,5053750303274.018,355410757143415301085.12848854076008123005512039454598201334
339,2022-10-13,5138173154680.705,575903856896745209375.80896752932282869325899764944897886866
340,2022-10-14,5019312539944.276,706830330043765602299.99895450768034742514006916333806932418
341,2022-10-15,5009773197304.352,282157537662570655924.55526869382291069038056989864218779881
342,2022-10-16,4989930083231.156,286466267053596923359.26453395554463956772688198452658725286
343,2022-10-17,4994951593249.179,352459412254554437509.42209650009680125626519241938606492138
344,2022-10-18,5001415205949.715,314259195539364223526.67098575601219810337506594438797174363
345,2022-10-19,4994447267617.036,3341530974705761787250.66134661896968731443799151302735817631
346,2022-10-20,5030039962429.101,597979119532244586810.96727804434854206297379404332642457625
347,2022-10-21,5032343927674.032,599043632642732928949.64881739289781279859684027277843950837
348,2022-10-22,5006334441421.356,766233696028299766845.65814466928814976419715991482357244569
349,2022-10-23,4998485595912.0625,248108819096195387651.71106976256617223124901724409036113004
350,2022-10-24,4997617169992.672,548165940129216196769.67881517312316695161447256856122207859
351,2022-10-25,5038107443582.745,308997119082686010322.32477278201016618286453117671665251176
352,2022-10-26,5002694741302.476,416179287950660560887.16609476440416552086945085426655029352
353,2022-10-27,5010251984930.217,423745287366279849786.10006989748369058713886300093196644921
354,2022-10-28,4990230243755.082,370297820996104581681.37092843658829586408100223099365024884
